sequence,zip,lat,lon,state
209,02539,41.3889,-70.5339,MA
210,02557,41.4543,-70.562,MA
211,02568,41.45,-70.5937,MA
212,02575,41.4213,-70.6428,MA
213,02552,41.3798,-70.6431,MA
214,02535,41.3575,-70.7416,MA
215,02713,41.4218,-70.9313,MA
216,02748,41.5665,-70.9843,MA
217,02742,41.6196,-70.9563,MA
218,02747,41.6338,-70.9958,MA
219,02790,41.6211,-71.089,MA
220,02791,41.5223,-71.0745,MA
221,02837,41.522,-71.1612,RI
222,02878,41.6338,-71.1808,RI
223,02871,41.5944,-71.252,RI
224,02801,41.5301,-71.2841,RI
225,02842,41.5198,-71.2731,RI
226,02841,41.499,-71.299,RI
227,02840,41.4876,-71.3271,RI
228,02835,41.5164,-71.3761,RI
229,02874,41.5105,-71.4427,RI
230,02882,41.4353,-71.4616,RI
231,02879,41.4437,-71.5342,RI
232,02881,41.4803,-71.5292,RI
233,02877,41.5289,-71.5299,RI
234,02852,41.5894,-71.4625,RI
235,02818,41.6498,-71.474,RI
236,02886,41.7026,-71.4476,RI
237,02889,41.7141,-71.3901,RI
238,02888,41.7494,-71.4084,RI
239,02905,41.7845,-71.3959,RI
240,02907,41.7971,-71.4255,RI
241,02910,41.7766,-71.4383,RI
242,02920,41.7716,-71.4659,RI
243,02921,41.7614,-71.5061,RI
244,02831,41.7516,-71.5612,RI
245,02823,41.7312,-71.5468,RI
246,02893,41.7004,-71.5183,RI
247,02887,41.6825,-71.5577,RI
248,02816,41.6914,-71.5768,RI
249,02817,41.64,-71.6435,RI
250,02822,41.574,-71.6076,RI
251,02892,41.5058,-71.6211,RI
252,02898,41.5041,-71.663,RI
253,02812,41.4691,-71.6751,RI
254,02875,41.456,-71.6355,RI
255,02836,41.4474,-71.6204,RI
256,02813,41.4007,-71.6615,RI
257,02883,41.3753,-71.6439,RI
258,02807,41.1715,-71.5748,RI
259,11954,41.0459,-71.944,NY
260,11930,40.9895,-72.0959,NY
261,11937,40.993,-72.179,NY
262,11975,40.9396,-72.2425,NY
263,11962,40.9305,-72.2707,NY
264,11963,40.982,-72.3067,NY
265,11932,40.9339,-72.3077,NY
266,11976,40.9209,-72.3491,NY
267,11969,40.8843,-72.3895,NY
268,11968,40.9043,-72.4103,NY
269,11946,40.8726,-72.5202,NY
270,11942,40.8428,-72.5813,NY
271,11959,40.8226,-72.6012,NY
272,11978,40.8295,-72.6473,NY
273,11977,40.818,-72.6699,NY
274,11960,40.8086,-72.7064,NY
275,11972,40.8195,-72.7054,NY
276,11941,40.8297,-72.7283,NY
277,11940,40.809,-72.7538,NY
278,11934,40.7997,-72.797,NY
279,11949,40.8421,-72.8002,NY
280,11955,40.8095,-72.8229,NY
281,11950,40.8064,-72.8566,NY
282,11951,40.7657,-72.8537,NY
283,11967,40.7439,-72.876,NY
284,11719,40.7843,-72.8921,NY
285,11980,40.837,-72.9174,NY
286,11973,40.8678,-72.8822,NY
287,11961,40.9018,-72.8881,NY
288,11953,40.8782,-72.9525,NY
289,11763,40.8174,-72.9852,NY
290,11713,40.7733,-72.9469,NY
291,11772,40.7609,-72.9871,NY
292,11715,40.7501,-73.0352,NY
293,11705,40.7444,-73.0542,NY
294,11782,40.7459,-73.0859,NY
295,11796,40.732,-73.1,NY
296,11769,40.7382,-73.1297,NY
297,11739,40.7297,-73.1607,NY
298,11770,40.6443,-73.1613,NY
299,11730,40.7282,-73.1805,NY
300,11752,40.7548,-73.1827,NY
301,11722,40.7866,-73.1961,NY
302,11717,40.7809,-73.2503,NY
303,11751,40.7348,-73.2221,NY
304,11706,40.7051,-73.243,NY
305,11718,40.728,-73.2646,NY
306,11795,40.7117,-73.3007,NY
307,11702,40.6957,-73.3257,NY
308,11703,40.7321,-73.3236,NY
309,11729,40.7591,-73.3257,NY
310,11746,40.8143,-73.3634,NY
311,11747,40.7946,-73.403,NY
312,11775,40.7934,-73.4151,NY
313,11798,40.7523,-73.3761,NY
314,11707,40.7182,-73.3543,NY
315,11704,40.7135,-73.3546,NY
316,11757,40.6884,-73.3745,NY
317,11726,40.6778,-73.3963,NY
318,11701,40.6842,-73.4171,NY
319,11762,40.6807,-73.4444,NY
320,11758,40.6682,-73.4588,NY
321,11783,40.6795,-73.491,NY
322,11793,40.685,-73.5103,NY
323,11710,40.6729,-73.5365,NY
324,11566,40.6685,-73.5536,NY
325,11554,40.7149,-73.5561,NY
326,11590,40.7557,-73.5723,NY
327,11568,40.7882,-73.5875,NY
328,11002,40.7548,-73.6018,NY
329,11773,40.7548,-73.6018,NY
330,11582,40.7548,-73.6018,NY
331,11556,40.7548,-73.6018,NY
332,11055,40.7548,-73.6018,NY
333,11853,40.7548,-73.6018,NY
334,11737,40.7548,-73.6018,NY
335,11514,40.7512,-73.6119,NY
336,11549,40.7172,-73.6027,NY
337,11550,40.7049,-73.6176,NY
338,11553,40.702,-73.592,NY
339,11575,40.6802,-73.5867,NY
340,11520,40.6536,-73.5866,NY
341,11510,40.6548,-73.6097,NY
342,11569,40.5905,-73.5808,NY
343,11561,40.5877,-73.6595,NY
344,11558,40.604,-73.6554,NY
345,11572,40.6362,-73.6375,NY
346,11570,40.6637,-73.638,NY
347,11552,40.6929,-73.6539,NY
348,11010,40.701,-73.6758,NY
349,11565,40.675,-73.6731,NY
350,11563,40.6571,-73.6741,NY
351,11518,40.6404,-73.6674,NY
352,11557,40.6404,-73.6957,NY
353,11598,40.6326,-73.7141,NY
354,11516,40.6236,-73.7264,NY
355,11559,40.614,-73.733,NY
356,11509,40.5887,-73.7255,NY
357,11599,40.6076,-73.7427,NY
358,11096,40.6205,-73.7474,NY
359,11691,40.6006,-73.758,NY
360,11692,40.5923,-73.7933,NY
361,11693,40.6076,-73.8198,NY
362,11694,40.5766,-73.8428,NY
363,11697,40.5594,-73.9067,NY
364,11235,40.5839,-73.9536,NY
365,11229,40.6011,-73.9475,NY
366,11223,40.5979,-73.9743,NY
367,11224,40.5767,-73.9884,NY
368,11214,40.6016,-73.9968,NY
369,11228,40.6174,-74.0121,NY
370,11209,40.6251,-74.0303,NY
371,11220,40.6412,-74.0133,NY
372,11232,40.6521,-74.0018,NY
373,11215,40.6669,-73.9828,NY
374,11217,40.6816,-73.9798,NY
375,11205,40.6924,-73.9666,NY
376,11238,40.679,-73.9644,NY
377,11216,40.6794,-73.9496,NY
378,11225,40.6628,-73.9546,NY
379,11213,40.67,-73.9367,NY
380,11203,40.6505,-73.9349,NY
381,11202,40.6451,-73.945,NY
382,11256,40.6451,-73.945,NY
383,11226,40.6467,-73.957,NY
384,11218,40.6424,-73.9758,NY
385,11219,40.6336,-73.996,NY
386,11204,40.6179,-73.9856,NY
387,11230,40.6225,-73.965,NY
388,11210,40.6281,-73.9467,NY
389,11234,40.6205,-73.9239,NY
390,11236,40.6407,-73.9028,NY
391,11239,40.6497,-73.8824,NY
392,11405,40.6514,-73.8708,NY
393,11352,40.6514,-73.8708,NY
394,11425,40.6514,-73.8708,NY
395,11120,40.6514,-73.8708,NY
396,11695,40.6514,-73.8708,NY
397,11499,40.6514,-73.8708,NY
398,11414,40.6588,-73.8438,NY
399,11417,40.6769,-73.8448,NY
400,11416,40.6838,-73.8514,NY
401,11431,40.6869,-73.8501,NY
402,11421,40.6913,-73.8585,NY
403,11208,40.6762,-73.8736,NY
404,11207,40.6705,-73.894,NY
405,11212,40.6625,-73.9145,NY
406,11233,40.6784,-73.9211,NY
407,11221,40.6907,-73.9274,NY
408,11237,40.7006,-73.918,NY
409,11206,40.7012,-73.9436,NY
410,11211,40.7095,-73.9563,NY
411,11222,40.7272,-73.9498,NY
412,11109,40.7454,-73.9575,NY
413,10022,40.7571,-73.9657,NY
414,10017,40.7517,-73.9707,NY
415,10171,40.7564,-73.9748,NY
416,10172,40.7558,-73.9753,NY
417,10167,40.7549,-73.975,NY
418,10177,40.7553,-73.9761,NY
419,10166,40.7546,-73.9762,NY
420,10169,40.7547,-73.9766,NY
421,10176,40.7556,-73.9789,NY
422,10173,40.7543,-73.9796,NY
423,10175,40.7543,-73.9798,NY
424,10110,40.754,-73.9808,NY
425,10165,40.7524,-73.9791,NY
426,10178,40.7514,-73.9785,NY
427,10168,40.7519,-73.9768,NY
428,10170,40.7526,-73.9755,NY
429,10174,40.7517,-73.9752,NY
430,10158,40.7494,-73.9758,NY
431,10016,40.7443,-73.9781,NY
432,10010,40.7375,-73.9813,NY
433,10003,40.7313,-73.9892,NY
434,10009,40.7262,-73.9796,NY
435,10002,40.7152,-73.9877,NY
436,11201,40.694,-73.9903,NY
437,11231,40.6794,-74.0014,NY
438,10004,40.6964,-74.0253,NY
439,10041,40.7038,-74.0098,NY
440,10005,40.7056,-74.0083,NY
441,10270,40.7069,-74.0082,NY
442,10045,40.7086,-74.0087,NY
443,10271,40.7089,-74.0111,NY
444,10006,40.7085,-74.0135,NY
445,10280,40.7105,-74.0163,NY
446,10281,40.7146,-74.015,NY
447,10285,40.7153,-74.0163,NY
448,10282,40.7166,-74.0146,NY
449,10286,40.7142,-74.0119,NY
450,10279,40.7127,-74.0078,NY
451,10007,40.7139,-74.007,NY
452,10038,40.7101,-74.0013,NY
453,10278,40.7152,-74.0038,NY
454,10013,40.7185,-74.0025,NY
455,10012,40.7255,-73.9983,NY
456,10014,40.7339,-74.0054,NY
457,10020,40.7354,-73.9968,NY
458,10011,40.7402,-73.9996,NY
459,10199,40.7503,-74.0006,NY
460,10001,40.7484,-73.9967,NY
461,10121,40.7496,-73.9919,NY
462,10118,40.749,-73.9865,NY
463,10120,40.7506,-73.9894,NY
464,10123,40.7515,-73.9905,NY
465,10122,40.7518,-73.9922,NY
466,10018,40.7547,-73.9925,NY
467,10036,40.7597,-73.9918,NY
468,10019,40.7651,-73.9858,NY
469,10107,40.7664,-73.9827,NY
470,10106,40.7652,-73.9804,NY
471,10105,40.7628,-73.9785,NY
472,10104,40.7609,-73.9799,NY
473,10112,40.7593,-73.9798,NY
474,10111,40.7592,-73.9778,NY
475,10103,40.7603,-73.9762,NY
476,10154,40.7583,-73.9735,NY
477,10152,40.7589,-73.973,NY
478,10153,40.7641,-73.9735,NY
479,10151,40.7634,-73.974,NY
480,10155,40.7611,-73.968,NY
481,10065,40.7651,-73.9638,NY
482,10021,40.7685,-73.9588,NY
483,10044,40.7618,-73.9505,NY
484,10162,40.7699,-73.9511,NY
485,10075,40.773,-73.9566,NY
486,10028,40.7763,-73.9529,NY
487,10128,40.7816,-73.9511,NY
488,10029,40.7918,-73.9447,NY
489,10035,40.8011,-73.9371,NY
490,10026,40.8019,-73.9531,NY
491,10027,40.8116,-73.955,NY
492,10115,40.8111,-73.9642,NY
493,10025,40.7975,-73.9683,NY
494,10024,40.7864,-73.9764,NY
495,10164,40.7808,-73.9772,NY
496,10277,40.7808,-73.9772,NY
497,10119,40.7808,-73.9772,NY
498,10008,40.7808,-73.9772,NY
499,10102,40.7808,-73.9772,NY
500,10023,40.7764,-73.9827,NY
501,10069,40.778,-73.9884,NY
502,07093,40.7888,-74.0115,NJ
503,07047,40.7939,-74.0258,NJ
504,07094,40.791,-74.0634,NJ
505,07087,40.7674,-74.0323,NJ
506,07086,40.7681,-74.0208,NJ
507,07030,40.7445,-74.0329,NJ
508,07307,40.7482,-74.0498,NJ
509,07310,40.7324,-74.0431,NJ
510,07302,40.7221,-74.0469,NJ
511,07306,40.7321,-74.066,NJ
512,07308,40.7328,-74.0755,NJ
513,07099,40.7328,-74.0755,NJ
514,07399,40.7323,-74.0754,NJ
515,07395,40.7279,-74.078,NJ
516,07304,40.718,-74.0754,NJ
517,07305,40.702,-74.089,NJ
518,07002,40.6664,-74.1192,NJ
519,10310,40.6324,-74.1171,NY
520,10301,40.6316,-74.0927,NY
521,10304,40.6102,-74.0878,NY
522,10305,40.5973,-74.0768,NY
523,10306,40.5682,-74.1184,NY
524,10313,40.5644,-74.1468,NY
525,10308,40.5518,-74.1526,NY
526,10312,40.5457,-74.1792,NY
527,10309,40.5352,-74.2116,NY
528,10307,40.5085,-74.2445,NY
529,08861,40.5176,-74.2754,NJ
530,08832,40.5192,-74.3021,NJ
531,08863,40.5393,-74.3117,NJ
532,08837,40.5325,-74.3375,NJ
533,08840,40.5449,-74.3517,NJ
534,08820,40.578,-74.3589,NJ
535,08830,40.5716,-74.3167,NJ
536,07067,40.5937,-74.3164,NJ
537,07066,40.6203,-74.3106,NJ
538,07065,40.6087,-74.2819,NJ
539,07001,40.5826,-74.2785,NJ
540,07095,40.556,-74.2845,NJ
541,07077,40.5542,-74.2607,NJ
542,07064,40.5709,-74.2466,NJ
543,07008,40.5823,-74.2313,NJ
544,10311,40.6052,-74.1795,NY
545,10314,40.6039,-74.1472,NY
546,10302,40.6306,-74.1379,NY
547,10303,40.6301,-74.1607,NY
548,07206,40.6532,-74.1925,NJ
549,07201,40.6717,-74.2043,NJ
550,07208,40.6747,-74.2239,NJ
551,07202,40.6565,-74.2215,NJ
552,07036,40.6354,-74.2556,NJ
553,07203,40.653,-74.261,NJ
554,07204,40.6651,-74.267,NJ
555,07083,40.6952,-74.2677,NJ
556,07033,40.6759,-74.2944,NJ
557,07902,40.6657,-74.2997,NJ
558,07207,40.6657,-74.2997,NJ
559,07091,40.6657,-74.2997,NJ
560,07061,40.6657,-74.2997,NJ
561,07016,40.6554,-74.3057,NJ
562,07027,40.6512,-74.3239,NJ
563,07090,40.6479,-74.3451,NJ
564,07076,40.6379,-74.3682,NJ
565,07023,40.6419,-74.3868,NJ
566,07062,40.6323,-74.3997,NJ
567,07060,40.6152,-74.415,NJ
568,07080,40.5839,-74.4147,NJ
569,07063,40.6048,-74.4427,NJ
570,07069,40.6378,-74.4514,NJ
571,07922,40.6752,-74.4346,NJ
572,07933,40.6877,-74.4681,NJ
573,07980,40.6774,-74.4968,NJ
574,07946,40.6727,-74.5183,NJ
575,07059,40.6318,-74.5105,NJ
576,08836,40.6,-74.5572,NJ
577,08805,40.5681,-74.5397,NJ
578,08880,40.5523,-74.5311,NJ
579,08846,40.5759,-74.5008,NJ
580,08812,40.5897,-74.4639,NJ
581,08854,40.5515,-74.459,NJ
582,08903,40.5139,-74.4451,NJ
583,08899,40.5203,-74.4205,NJ
584,08817,40.5171,-74.3973,NJ
585,08904,40.4991,-74.4266,NJ
586,08901,40.4891,-74.4482,NJ
587,08875,40.4976,-74.4885,NJ
588,08873,40.5007,-74.5013,NJ
589,08902,40.4538,-74.4823,NJ
590,08850,40.4493,-74.439,NJ
591,08855,40.43,-74.4173,NJ
592,08871,40.43,-74.4173,NJ
593,08818,40.43,-74.4173,NJ
594,08989,40.43,-74.4173,NJ
595,08816,40.4284,-74.4064,NJ
596,08882,40.4444,-74.3801,NJ
597,08872,40.46,-74.3478,NJ
598,08859,40.4587,-74.305,NJ
599,08879,40.464,-74.2742,NJ
600,07721,40.4353,-74.2358,NJ
601,07747,40.4109,-74.238,NJ
602,07735,40.4332,-74.1996,NJ
603,07730,40.4226,-74.1799,NJ
604,07733,40.3859,-74.174,NJ
605,07748,40.3944,-74.1157,NJ
606,07734,40.4414,-74.1306,NJ
607,07758,40.4289,-74.1083,NJ
608,07718,40.4173,-74.0889,NJ
609,07737,40.4177,-74.0623,NJ
610,07716,40.4015,-74.0309,NJ
611,07752,40.4023,-74.0273,NJ
612,07732,40.4037,-73.9915,NJ
613,07760,40.3707,-74.0084,NJ
614,07750,40.333,-73.9809,NJ
615,07740,40.2992,-73.9912,NJ
616,07764,40.2878,-74.0162,NJ
617,07757,40.3157,-74.0164,NJ
618,07703,40.3177,-74.039,NJ
619,07724,40.3028,-74.0698,NJ
620,07702,40.3282,-74.0589,NJ
621,07739,40.3354,-74.0413,NJ
622,07704,40.3599,-74.0389,NJ
623,07701,40.3584,-74.0681,NJ
624,07738,40.3369,-74.1205,NJ
625,07722,40.3012,-74.178,NJ
626,07710,40.3027,-74.2493,NJ
627,07799,40.3027,-74.2493,NJ
628,07746,40.3182,-74.2639,NJ
629,07751,40.3529,-74.2779,NJ
630,08857,40.398,-74.3236,NJ
631,08884,40.3847,-74.3894,NJ
632,08828,40.3777,-74.4204,NJ
633,08831,40.3425,-74.4336,NJ
634,07726,40.2825,-74.3424,NJ
635,07728,40.2458,-74.2768,NJ
636,07727,40.2043,-74.1779,NJ
637,07731,40.1481,-74.2137,NJ
638,08701,40.085,-74.2042,NJ
639,08527,40.121,-74.3017,NJ
640,08733,40.0263,-74.3254,NJ
641,08759,39.951,-74.3607,NJ
642,08757,39.9715,-74.2512,NJ
643,08754,40.0008,-74.2493,NJ
644,08755,39.9999,-74.2228,NJ
645,08753,39.9771,-74.1565,NJ
646,08723,40.0389,-74.1109,NJ
647,08724,40.0874,-74.1152,NJ
648,08720,40.1389,-74.1122,NJ
649,07719,40.1688,-74.072,NJ
650,07753,40.2096,-74.0714,NJ
651,07712,40.2507,-74.0486,NJ
652,07755,40.2648,-74.0184,NJ
653,07723,40.2506,-74.002,NJ
654,07711,40.2367,-74.0067,NJ
655,07756,40.2116,-74.0093,NJ
656,07720,40.2023,-74.0132,NJ
657,07717,40.1918,-74.0167,NJ
658,07715,40.1784,-74.0218,NJ
659,07762,40.1542,-74.0379,NJ
660,08750,40.1345,-74.0436,NJ
661,08736,40.1217,-74.0611,NJ
662,08730,40.1077,-74.0635,NJ
663,08742,40.0806,-74.0595,NJ
664,08738,40.0261,-74.0562,NJ
665,08735,39.9775,-74.0704,NJ
666,08751,39.9466,-74.0765,NJ
667,08752,39.9222,-74.0795,NJ
668,08740,39.926,-74.1351,NJ
669,08732,39.9432,-74.1468,NJ
670,08741,39.9347,-74.168,NJ
671,08722,39.9302,-74.1961,NJ
672,08721,39.9147,-74.1905,NJ
673,08734,39.862,-74.1668,NJ
674,08731,39.8444,-74.1973,NJ
675,08758,39.7896,-74.1954,NJ
676,08756,39.788,-74.1911,NJ
677,08006,39.7512,-74.1146,NJ
678,08008,39.6411,-74.1922,NJ
679,08005,39.7552,-74.247,NJ
680,08050,39.705,-74.2604,NJ
681,08092,39.6627,-74.2885,NJ
682,08087,39.5881,-74.3646,NJ
683,08224,39.5923,-74.451,NJ
684,08241,39.5272,-74.4903,NJ
685,08240,39.4877,-74.5543,NJ
686,08213,39.5092,-74.6086,NJ
687,08231,39.5092,-74.6086,NJ
688,08215,39.5331,-74.6177,NJ
689,08217,39.5737,-74.72,NJ
690,08037,39.638,-74.7728,NJ
691,08095,39.6549,-74.8685,NJ
692,08089,39.7215,-74.8609,NJ
693,08004,39.76,-74.8665,NJ
694,08055,39.8637,-74.8223,NJ
695,08053,39.8845,-74.9067,NJ
696,08054,39.9478,-74.9036,NJ
697,08057,39.9683,-74.9533,NJ
698,08052,39.9511,-74.9946,NJ
699,08002,39.9308,-75.0175,NJ
700,08034,39.9074,-75.0008,NJ
701,08003,39.8805,-74.9706,NJ
702,08043,39.8504,-74.9646,NJ
703,08026,39.8365,-74.971,NJ
704,08018,39.8024,-74.9383,NJ
705,08091,39.8051,-74.9255,NJ
706,08009,39.7788,-74.9308,NJ
707,08099,39.7792,-74.9621,NJ
708,08081,39.7354,-74.9864,NJ
709,08094,39.665,-74.971,NJ
710,08322,39.6156,-75.0409,NJ
711,08328,39.5755,-75.0582,NJ
712,08344,39.5553,-75.0276,NJ
713,08347,39.4998,-75.082,NJ
714,08352,39.4782,-75.1313,NJ
715,08318,39.5691,-75.163,NJ
716,08313,39.5293,-75.2249,NJ
717,08353,39.4594,-75.297,NJ
718,08323,39.4055,-75.3209,NJ
719,08320,39.3799,-75.2217,NJ
720,08302,39.3762,-75.1617,NJ
721,08311,39.337,-75.1994,NJ
722,08345,39.2832,-75.1716,NJ
723,08321,39.2189,-75.1403,NJ
724,08315,39.2732,-75.095,NJ
725,08349,39.2563,-75.0506,NJ
726,08324,39.224,-74.9942,NJ
727,08314,39.2023,-74.9705,NJ
728,08327,39.2568,-74.9874,NJ
729,08316,39.2679,-74.9791,NJ
730,08329,39.2853,-74.9983,NJ
731,08348,39.3131,-74.9807,NJ
